0.34899,0.030309,-6.6613e-16,0,0.021497,-0.00039626,0.00099166,0,0,0,0,-0.00074426,0.00090851,-0.00060567,-0.003235,-0.0010081,-0.0070565,0.00025509,-0.00025509,-0.0025337,-0.0021439,0.0025272,-0.0044651,-0.00061873,8.3267e-17,0,-3.528e-05,-0.0029035,-0.0025387,1.6653e-16,5.5511e-17,-0.00062885,-0.0031442,-0.00018257,-8.4244e-05,-1.2035e-05,8.3267e-17,-8.3267e-17,0,-0.30686,-0.16714,-0.17702,-0.030309,0.16714,-0.030309,-0.045371,-0.030842,-6.6613e-16,0,0,-0.020964,-0.021497,0.17702,-0.021497,-0.035528,-0.034537,-0.021497,0.00039626,0.014427,0.0033692,-0.008386,-0.010203,-0.0033692,0.012049,-0.00099166,-0.004713,-0.00099166,-0.00099166,0,0,0,0,0,0,0,0,0,0,0.004713,0.015806,0.00074426,-0.022008,0.0078738,-0.00090851,-0.0051482,-0.00090851,0.00060567,0.011205,0.0051482,-0.0019434,0.00060567,-0.016227,0.020068,0.003235,-0.0043547,-0.0043547,0.0010081,0.0010081,-0.0030242,0.0070565,0.0043547,0.0043547,0.0030242,0.0070565,0.0070565,0.0055259,0.0019547,0.0019547,0.0038329,0.0038329,0.0065659,0.0012755,-0.0010204,0.0010204,-0.0012755,0.0047751,0.0024363,0.0025337,0.0025337,0.0001949,0.0001949,0.0045802,-0.0001949,-0.0001949,0.0022414,0.0021439,0.0021439,0.0021439,0.022774,-0.0025272,-0.012099,-0.0056208,-0.0038329,-0.0038329,0.0044651,0.012099,0.0044651,0.0056208,-0.003745,-0.0031133,0.00061873,5.5511e-17,0,2.7756e-17,0,0,3.528e-05,0.0025507,3.528e-05,-0.0026918,3.528e-05,0.0029035,0.0052424,0.0026918,0.0029035,-0.00039653,-0.00039653,0.0029035,0.00039653,0.00039653,0.0025387,0.0062707,0.0014696,0.0025387,0.0015011,0.0015011,5.5511e-17,-2.7756e-17,0,1.3878e-16,0,0,5.5511e-17,0.00062885,-0.0012577,0.0015721,0.0015721,0.0012577,0.0028106,0.0022943,0.0024555,0.0031442,-0.0022943,0.00051627,0.00018257,0.0012516,0.00016124,-0.0024555,-0.00016124,0.0011218,0.0011218,8.4244e-05,8.4244e-05,8.4244e-05,3.6105e-05,-3.6105e-05,1.2035e-05,1.2035e-05,0,8.3267e-17,8.3267e-17,-8.3267e-17,-2.7756e-17,-5.5511e-17,0,0
0.030309,0.18861,-6.6613e-16,0,-0.00052322,0.000523,0.00047384,0,0,0,0,-0.001246,-8.3184e-06,5.5456e-06,0.00053981,0.00014587,0.0010211,-3.7033e-05,3.7033e-05,0.00036966,0.00031279,-0.0004469,0.00064285,0.00010193,-1.6653e-16,1.6653e-16,6.8492e-06,0.00044391,0.00038335,4.4409e-16,-1.1102e-16,9.5708e-05,0.00047854,2.7787e-05,1.2822e-05,1.8317e-06,0,-5.5511e-17,0,-0.036543,0.10135,-0.034494,-0.18861,-0.10135,-0.18861,-0.17086,-0.16196,-6.6613e-16,0,0,-0.026123,0.00052322,0.034494,0.00052322,-0.0045784,-0.0058859,0.00052322,-0.000523,0.0045787,-0.0026641,-0.00044258,-0.00042595,0.0026641,0.0059353,-0.00047384,-0.0067041,-0.00047384,-0.00047384,0,0,0,0,0,0,0,0,0,0,0.0067041,-0.016499,0.001246,0.0073027,-7.2093e-05,8.3184e-06,4.7138e-05,8.3184e-06,-5.5456e-06,-0.00010259,-4.7138e-05,-0.0017422,-5.5456e-06,0.0019086,-0.0024539,-0.00053981,0.00046389,0.00046389,-0.00014587,-0.00014587,0.0004376,-0.0010211,-0.00046389,-0.00046389,-0.0004376,-0.0010211,-0.0010211,-0.00079886,-0.00028041,-0.00028041,-0.00067276,-0.00067276,-0.0010795,-0.00018516,0.00014813,-0.00014813,0.00018516,-0.00069666,-0.00035544,-0.00036966,-0.00036966,-2.8435e-05,-2.8435e-05,-0.00066822,2.8435e-05,2.8435e-05,-0.000327,-0.00031279,-0.00031279,-0.00031279,-0.0038731,0.0004469,0.0020227,0.00095655,0.00067276,0.00067276,-0.00064285,-0.0020227,-0.00064285,-0.00095655,0.00065942,0.00050098,-0.00010193,0,-1.1102e-16,-5.5511e-17,5.5511e-17,1.1102e-16,-6.8492e-06,-0.00037541,-6.8492e-06,0.00040281,-6.8492e-06,-0.00044391,-0.00077823,-0.00040281,-0.00044391,4.9606e-05,4.9606e-05,-0.00044391,-4.9606e-05,-4.9606e-05,-0.00038335,-0.00098627,-0.00022065,-0.00038335,-0.00022543,-0.00022543,1.6653e-16,2.7756e-17,1.1102e-16,8.3267e-17,5.5511e-17,-1.1102e-16,0,-9.5708e-05,0.00019142,-0.00023927,-0.00023927,-0.00019142,-0.00042775,-0.00034918,-0.00037372,-0.00047854,0.00034918,-7.8574e-05,-2.7787e-05,-0.00019049,-2.454e-05,0.00037372,2.454e-05,-0.00017074,-0.00017074,-1.2822e-05,-1.2822e-05,-1.2822e-05,-5.495e-06,5.495e-06,-1.8317e-06,-1.8317e-06,0,0,1.3878e-16,0,-5.5511e-17,-1.3878e-16,0,0
-6.6613e-16,-8.8818e-16,0.42857,0.14286,1.5543e-15,0,0,0,0,0,0,8.8818e-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.4409e-16,2.2204e-16,-4.4409e-16,-1.1102e-16,-2.2204e-16,-1.1102e-16,2.2204e-16,-6.6613e-16,-0.42857,-0.14286,0.14286,0,5.5511e-16,4.4409e-16,5.5511e-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.8818e-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0.14286,0.71429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.14286,0.28571,-0.28571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.021497,-0.00052322,1.3323e-15,0,0.13709,-0.00026035,-0.00062179,0,0,0,0,0.0011027,-0.00025363,0.00016909,0.00053871,0.00018383,0.0012868,-4.6431e-05,4.6431e-05,0.00045989,0.00038914,-0.00040283,0.00081655,0.00010397,-1.0547e-15,5.2736e-16,5.1877e-06,0.00051248,0.00045151,2.0539e-15,-2.2204e-16,0.00011131,0.00055654,3.2316e-05,1.4911e-05,2.1302e-06,-1.9429e-16,-5.5511e-17,0,-0.029082,-0.024636,0.075215,0.00052322,0.024636,0.00052322,-0.0078483,-0.018357,1.3323e-15,0,0,-0.11821,-0.13709,-0.075215,-0.13709,-0.12944,-0.12879,-0.13709,0.00026035,-0.0073926,0.00094032,0.0027121,0.0032194,-0.00094032,-0.007682,0.00062179,0.0061352,0.00062179,0.00062179,0,0,0,0,0,0,0,0,0,0,-0.0061352,0.0072688,-0.0011027,0.0010717,-0.0021982,0.00025363,0.0014373,0.00025363,-0.00016909,-0.0031281,-0.0014373,0.0017997,-0.00016909,0.003273,-0.0039808,-0.00053871,0.00091286,0.00091286,-0.00018383,-0.00018383,0.00055149,-0.0012868,-0.00091286,-0.00091286,-0.00055149,-0.0012868,-0.0012868,-0.0010082,-0.00035819,-0.00035819,-0.00061458,-0.00061458,-0.0011049,-0.00023216,0.00018572,-0.00018572,0.00023216,-0.00086671,-0.0004422,-0.00045989,-0.00045989,-3.5376e-05,-3.5376e-05,-0.00083134,3.5376e-05,3.5376e-05,-0.00040682,-0.00038914,-0.00038914,-0.00038914,-0.0037404,0.00040283,0.002012,0.0009227,0.00061458,0.00061458,-0.00081655,-0.002012,-0.00081655,-0.0009227,0.00059899,0.00053166,-0.00010397,-4.996e-16,-4.4409e-16,-1.1102e-16,8.3267e-17,4.4409e-16,-5.1877e-06,-0.00046061,-5.1877e-06,0.00048136,-5.1877e-06,-0.00051248,-0.00094196,-0.00048136,-0.00051248,7.7861e-05,7.7861e-05,-0.00051248,-7.7861e-05,-7.7861e-05,-0.00045151,-0.0010871,-0.00026229,-0.00045151,-0.00026785,-0.00026785,1.9429e-16,8.3267e-17,2.2204e-16,1.0825e-15,4.7184e-16,-2.2204e-16,0,-0.00011131,0.00022262,-0.00027827,-0.00027827,-0.00022262,-0.00049748,-0.0004061,-0.00043464,-0.00055654,0.0004061,-9.1381e-05,-3.2316e-05,-0.00022154,-2.854e-05,0.00043464,2.854e-05,-0.00019857,-0.00019857,-1.4911e-05,-1.4911e-05,-1.4911e-05,-6.3906e-06,6.3906e-06,-2.1302e-06,-2.1302e-06,-1.9429e-16,0,5.5511e-17,0,-5.5511e-17,-5.5511e-17,0,0
-0.00039626,0.000523,0,0,-0.00026035,0.18687,0.014319,0,0,0,0,-0.0014829,-0.0010283,0.00068554,-0.00026836,8.8497e-05,0.00061948,-2.1458e-05,2.1458e-05,0.00019911,0.00016848,0.0004038,0.00041687,-4.1202e-05,4.996e-16,-1.2768e-15,-1.0339e-05,7.1697e-05,9.9522e-05,-2.498e-16,-8.3267e-17,1.8887e-05,9.4433e-05,5.4833e-06,2.5301e-06,3.6145e-07,5.5511e-17,-1.1102e-16,0,-0.0022439,0.0035342,-0.0016866,-0.000523,-0.0035342,-0.000523,0.0078449,-0.0027417,0,0,0,0.0024791,0.00026035,0.0016866,0.00026035,-0.01902,0.013813,0.00026035,-0.18687,-0.16759,-0.10688,-0.17693,-0.17487,0.10688,-0.027872,-0.014319,-0.021734,-0.014319,-0.014319,0,0,0,0,0,0,0,0,0,0,0.021734,-0.0068851,0.0014829,-0.017814,-0.0089121,0.0010283,0.0058271,0.0010283,-0.00068554,-0.012683,-0.0058271,0.015757,-0.00068554,0.0048094,-0.0052266,0.00026836,0.0016628,0.0016628,-8.8497e-05,-8.8497e-05,0.00026549,-0.00061948,-0.0016628,-0.0016628,-0.00026549,-0.00061948,-0.00061948,-0.00049073,-0.00019032,-0.00019032,0.0005736,0.0005736,0.0004208,-0.00010729,8.5832e-05,-8.5832e-05,0.00010729,-0.00037525,-0.00019145,-0.00019911,-0.00019911,-1.5316e-05,-1.5316e-05,-0.00035993,1.5316e-05,1.5316e-05,-0.00017614,-0.00016848,-0.00016848,-0.00016848,0.002451,-0.0004038,-0.0010335,-0.00060981,-0.0005736,-0.0005736,-0.00041687,0.0010335,-0.00041687,0.00060981,-0.00057653,-0.00011569,4.1202e-05,2.2204e-16,2.2204e-16,5.5511e-17,-1.0547e-15,-2.2204e-16,1.0339e-05,-0.00017508,1.0339e-05,0.00013373,1.0339e-05,-7.1697e-05,-0.00030881,-0.00013373,-7.1697e-05,9.4667e-05,9.4667e-05,-7.1697e-05,-9.4667e-05,-9.4667e-05,-9.9522e-05,5.7366e-05,-6.7415e-05,-9.9522e-05,-6.8359e-05,-6.8359e-05,0,0,0,-1.9429e-16,-5.5511e-17,0,-8.3267e-17,-1.8887e-05,3.7773e-05,-4.7216e-05,-4.7216e-05,-3.7773e-05,-8.4411e-05,-6.8905e-05,-7.3748e-05,-9.4433e-05,6.8905e-05,-1.5505e-05,-5.4833e-06,-3.7591e-05,-4.8426e-06,7.3748e-05,4.8426e-06,-3.3693e-05,-3.3693e-05,-2.5301e-06,-2.5301e-06,-2.5301e-06,-1.0843e-06,1.0843e-06,-3.6145e-07,-3.6145e-07,2.7756e-17,2.7756e-17,0,-2.7756e-17,0,-8.3267e-17,0,0
0.00099166,0.00047384,0,0,-0.00062179,0.014319,0.17141,0,0,0,0,0.017841,0.00013295,-8.8637e-05,-0.00046749,-0.00014593,-0.0010215,3.6927e-05,-3.6927e-05,-0.00036677,-0.00031034,0.0003649,-0.00064643,-8.9428e-05,4.4409e-16,-2.498e-15,-5.087e-06,-0.00042005,-0.00036733,3.1086e-15,-1.6653e-16,-9.0982e-05,-0.00045491,-2.6415e-05,-1.2188e-05,-1.7412e-06,-5.5511e-17,2.2204e-16,0,0.0051063,0.0018514,-0.005966,-0.00047384,-0.0018514,-0.00047384,0.0071076,-0.0038347,0,0,0,0.0039827,0.00062179,0.005966,0.00062179,0.011681,-0.024117,0.00062179,-0.014319,-0.025379,0.085492,-0.015605,-0.01587,-0.085492,-0.14667,-0.17141,-0.082205,-0.17141,-0.17141,0,0,0,0,0,0,0,0,0,0,0.082205,-0.025422,-0.017841,-0.021102,0.0011523,-0.00013295,-0.00075341,-0.00013295,8.8637e-05,0.0016398,0.00075341,-0.00030488,8.8637e-05,-0.0023542,0.0029103,0.00046749,-0.00063235,-0.00063235,0.00014593,0.00014593,-0.0004378,0.0010215,0.00063235,0.00063235,0.0004378,0.0010215,0.0010215,0.00079998,0.000283,0.000283,0.0005535,0.0005535,0.00094901,0.00018464,-0.00014771,0.00014771,-0.00018464,0.00069121,0.00035266,0.00036677,0.00036677,2.8213e-05,2.8213e-05,0.000663,-2.8213e-05,-2.8213e-05,0.00032445,0.00031034,0.00031034,0.00031034,0.0032902,-0.0003649,-0.0017483,-0.00081204,-0.0005535,-0.0005535,0.00064643,0.0017483,0.00064643,0.00081204,-0.00054078,-0.00045011,8.9428e-05,-2.7756e-17,-8.3267e-17,5.5511e-16,-2.5813e-15,8.3267e-17,5.087e-06,0.00036918,5.087e-06,-0.00038952,5.087e-06,0.00042005,0.0007587,0.00038952,0.00042005,-5.7494e-05,-5.7494e-05,0.00042005,5.7494e-05,5.7494e-05,0.00036733,0.00090687,0.00021266,0.00036733,0.00021721,0.00021721,4.1633e-16,2.7756e-16,3.6082e-16,1.4988e-15,5.5511e-16,-3.6082e-16,1.9429e-16,9.0982e-05,-0.00018196,0.00022745,0.00022745,0.00018196,0.00040663,0.00033194,0.00035526,0.00045491,-0.00033194,7.4693e-05,2.6415e-05,0.00018108,2.3328e-05,-0.00035526,-2.3328e-05,0.00016231,0.00016231,1.2188e-05,1.2188e-05,1.2188e-05,5.2236e-06,-5.2236e-06,1.7412e-06,1.7412e-06,-1.3878e-16,8.3267e-17,2.498e-16,-8.3267e-17,-2.7756e-17,8.3267e-17,0,0
0,0,0,0,0,0,0,2.5,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.75,0.75,-0.75,-0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,-1,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.25,-0.75,0.75,-0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,-0.0625,0.34375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.15625,-0.4375,-0.21875,-0.25,0.4375,-0.09375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0.0625
